params_real,params_hybrid,params_phys
3.0,2.8548846,2.8520277
1.0,1.0642748,1.0636406
1.0,1.0603434,1.0633235
1.0,1.0,1.0
2.5,1.149641,0.2742969
-2.0,-3.3342657,-4.1734195
-2.0,-1.4913946,-2.3506958
1.0,1.0,1.0
