params_real,params_hybrid,params_phys
3.0,2.5405476,2.5411816
1.0,0.8892425,0.8905909
1.0,0.89970714,0.8968736
1.0,1.0,1.0
2.5,0.5259604,0.8092428
-2.0,-3.3090615,-2.9757972
-2.0,-1.6165763,-2.5499997
1.0,1.0,1.0
