params_real,params_hybrid,params_phys
3.0,0.51282954,3.3250692
1.0,1.8620191,-3.1652634
1.0,-2.3578794,-3.10076
1.0,1.0,1.0
2.5,2.8712766,3.0447838
-2.0,-2.0216932,-2.0324206
-2.0,-2.0663705,-2.0339649
1.0,1.0,1.0
