error_hybrid_syn,error_hybrid_phys,error_phys
0.043660466,0.00013070408,0.00013070408
0.043458477,0.00012988936,0.00012946044
0.04325324,0.0001291251,0.00012824588
0.043048628,0.00012835315,0.0001270593
0.042847104,0.00012787555,0.0001259007
0.04264966,0.00012794932,0.00012476878
0.042455036,0.00012839319,0.00012366264
0.04226415,0.00012880685,0.0001225823
0.042076427,0.00012913701,0.00012152646
0.041891024,0.0001293214,0.000120495126
0.041710615,0.00012963264,0.00011948723
0.041534387,0.00012978358,0.00011850302
0.04136187,0.00012992679,0.00011754088
0.041193046,0.00013003848,0.00011660162
0.041028887,0.00013015675,0.00011568375
0.040871035,0.0001303128,0.00011478735
0.040717736,0.00013039929,0.0001139123
0.0405696,0.00013041176,0.000113057795
0.04042703,0.00013034552,0.000112223184
0.040286575,0.00013029261,0.00011140915
0.040150084,0.00013048589,0.00011061451
0.0400174,0.00013067648,0.000109839035
0.039887317,0.00013092492,0.00010908324
0.039764035,0.00013121312,0.00010834568
0.039644506,0.0001314387,0.000107626845
0.039526895,0.00013162171,0.000106926476
0.039414104,0.0001318081,0.00010624386
0.039304804,0.00013198821,0.00010557942
0.039200377,0.00013207822,0.00010493206
0.0391002,0.00013213287,0.00010430253
0.039005,0.0001322477,0.00010368989
0.03891327,0.00013236463,0.00010309387
0.038824294,0.00013250028,0.00010251461
0.03873684,0.00013279138,0.00010195144
0.038653776,0.00013304595,0.00010140424
0.038575843,0.00013320755,0.00010087315
0.03850257,0.00013339568,0.00010035749
0.038434792,0.00013359026,9.985657e-05
0.03837334,0.00013371083,9.937063e-05
0.038317207,0.00013380972,9.8899545e-05
0.03826378,0.00013387174,9.8441924e-05
0.03821128,0.00013395773,9.799843e-05
0.038160913,0.0001341321,9.756806e-05
0.03811569,0.00013439667,9.715037e-05
0.038075395,0.00013464827,9.6744974e-05
0.03803883,0.00013486703,9.6351214e-05
0.03800706,0.00013503607,9.596875e-05
0.03797848,0.0001351652,9.5596486e-05
0.037953664,0.0001352698,9.5234245e-05
0.03792778,0.00013537548,9.4880874e-05
0.03790616,0.00013547885,9.45356e-05
0.03789054,0.0001355333,9.419734e-05
0.037878834,0.0001355378,9.386597e-05
0.037868835,0.0001354641,9.353956e-05
0.037862655,0.00013540401,9.32173e-05
0.03785867,0.0001352497,9.2897804e-05
0.03785791,0.00013507588,9.257979e-05
0.037862036,0.00013493339,9.2262344e-05
0.037866052,0.00013474074,9.19433e-05
0.037869222,0.00013472734,9.1621514e-05
0.03787628,0.00013465069,9.129484e-05
0.03788324,0.00013445443,9.09619e-05
0.037891872,0.00013424018,9.06201e-05
0.03790307,0.00013396906,9.026813e-05
0.037916277,0.00013367692,8.990366e-05
0.037934665,0.00013334121,8.952406e-05
0.037954766,0.00013292096,8.912765e-05
0.03798112,0.00013242051,8.8711735e-05
0.038009137,0.00013185148,8.8274086e-05
0.038037222,0.00013123287,8.7812165e-05
0.038065452,0.00013056536,8.7323526e-05
0.03809743,0.00012978858,8.680632e-05
0.038130514,0.00012889167,8.625813e-05
0.038159963,0.00012791937,8.567686e-05
0.038189914,0.00012690268,8.506126e-05
0.038219493,0.0001258007,8.440968e-05
0.03824986,0.00012460312,8.3721534e-05
0.038274176,0.00012329116,8.299627e-05
0.038289037,0.000121844576,8.22346e-05
0.03830245,0.000120296696,8.143803e-05
0.038316574,0.00011858976,8.060878e-05
0.03833211,0.000116759074,7.9750454e-05
0.03835148,0.00011479931,7.886849e-05
0.038368404,0.00011272461,7.796933e-05
0.038390223,0.00011059068,7.7061784e-05
0.038417164,0.00010834481,7.615622e-05
0.038437434,0.00010603337,7.5265474e-05
0.038456913,0.00010365244,7.4405056e-05
0.03847088,0.00010122962,7.35932e-05
0.038490538,9.8816454e-05,7.285033e-05
0.038499415,9.6406635e-05,7.2200135e-05
0.03850649,9.405684e-05,7.166951e-05
0.038509946,9.180644e-05,7.128802e-05
0.03851072,8.967278e-05,7.108834e-05
0.038505252,8.769728e-05,7.110624e-05
0.03850457,8.592342e-05,7.138005e-05
0.038494498,8.438779e-05,7.1951006e-05
0.03849125,8.3149884e-05,7.286254e-05
0.0384863,8.225781e-05,7.416041e-05
0.03847232,8.177997e-05,7.589206e-05
0.038447738,8.177736e-05,7.8106386e-05
0.03842515,8.229816e-05,8.085335e-05
0.038388886,8.340074e-05,8.418375e-05
0.038349904,8.5147745e-05,8.814837e-05
0.03831049,8.760253e-05,9.2798546e-05
0.03827504,9.082674e-05,9.81844e-05
0.038241334,9.488094e-05,0.00010435559
0.038203713,9.982267e-05,0.0001113612
0.038167205,0.000105721076,0.00011924901
0.038141184,0.000112623115,0.00012806497
0.038118217,0.000120577235,0.00013785483
0.038089287,0.00012964137,0.00014866257
0.038056236,0.00013985057,0.00016053236
0.03800912,0.00015126732,0.00017350778
0.037950058,0.00016394106,0.00018763256
0.037889358,0.00017792684,0.00020295348
0.037815712,0.00019326255,0.00021951854
0.037723564,0.00021000623,0.00023738
0.037620783,0.00022824327,0.00025659433
0.037517123,0.0002480032,0.0002772272
0.037405357,0.00026933773,0.00029935068
0.037271153,0.00029232277,0.00032304658
0.037134852,0.0003170999,0.000348409
0.036994223,0.00034367052,0.00037554212
0.036849014,0.00037219105,0.0004045659
0.036711786,0.000402793,0.00043561368
0.036559787,0.0004355997,0.00046882857
0.036403812,0.0004707903,0.00050437043
0.036250725,0.0005085481,0.00054241146
0.036081713,0.0005490129,0.00058312836
0.035911378,0.0005924371,0.0006267075
0.035740584,0.00063889177,0.0006733429
0.035580292,0.0006885805,0.0007232232
