error_hybrid_syn,error_hybrid_phys,error_phys
0.034845874,0.00013070408,0.00013070408
0.034744687,0.0001321731,0.00012946044
0.03464563,0.00013187791,0.0001282461
0.034547787,0.00013161243,0.00012705957
0.034457054,0.00013166801,0.00012590119
0.034370262,0.00013145994,0.00012476962
0.034286056,0.00013123782,0.00012366392
0.034206808,0.00013116295,0.000122584
0.03413319,0.00013145278,0.00012152844
0.034065284,0.00013165444,0.00012049751
0.034004387,0.00013168619,0.00011949041
0.033946645,0.00013169806,0.00011850602
0.033893805,0.00013206669,0.00011754455
0.0338443,0.00013236086,0.000116605086
0.033799086,0.00013256367,0.00011568742
0.033760473,0.00013297937,0.000114791255
0.033728875,0.00013326404,0.00011391587
0.033702895,0.00013375608,0.00011306108
0.033682406,0.00013413402,0.00011222653
0.03366777,0.00013472528,0.000111411835
0.033659667,0.00013531776,0.00011061671
0.033658188,0.00013592587,0.00010984077
0.03366334,0.00013641128,0.000109083936
0.03367585,0.00013685555,0.00010834545
0.033693917,0.00013723892,0.00010762603
0.033715494,0.00013755185,0.00010692455
0.033742066,0.000137864,0.000106240914
0.033776086,0.00013810354,0.000105575484
0.03381714,0.00013828468,0.000104926745
0.03386647,0.00013841587,0.00010429619
0.033918764,0.00013855545,0.000103682345
0.033977285,0.00013873093,0.00010308507
0.034036543,0.00013897853,0.0001025046
0.03409974,0.000139313,0.000101940175
0.034165993,0.00013962363,0.00010139191
0.034234673,0.00014000329,0.00010085943
0.034309532,0.00014038799,0.00010034256
0.03438367,0.00014079722,9.984079e-05
0.0344618,0.00014141122,9.935382e-05
0.03454317,0.0001420005,9.888181e-05
0.034628134,0.00014257847,9.8423836e-05
0.034716096,0.0001432709,9.7979675e-05
0.03480833,0.0001438421,9.754862e-05
0.03490499,0.00014439267,9.7130694e-05
0.035011683,0.00014487389,9.672528e-05
0.035120632,0.00014529821,9.6331656e-05
0.035233386,0.00014574832,9.59496e-05
0.0353467,0.00014608658,9.557805e-05
0.03546279,0.00014646417,9.521687e-05
0.03558749,0.00014677217,9.48647e-05
0.0357155,0.00014695537,9.452166e-05
0.03583644,0.00014711132,9.418583e-05
0.03596073,0.0001474277,9.3856754e-05
0.03609296,0.00014767148,9.3533345e-05
0.036224812,0.00014787613,9.321473e-05
0.036359966,0.00014805606,9.289967e-05
0.036501024,0.00014823227,9.25867e-05
0.036651473,0.00014830989,9.227466e-05
0.036804646,0.00014829113,9.196177e-05
0.036957316,0.00014821612,9.1646536e-05
0.03711598,0.00014808186,9.132755e-05
0.037280466,0.00014784223,9.100313e-05
0.03744742,0.00014754247,9.06713e-05
0.03762074,0.00014725387,9.032948e-05
0.037796598,0.0001468514,8.997645e-05
0.03797924,0.00014638886,8.960934e-05
0.03815489,0.00014580248,8.922672e-05
0.038331535,0.00014522503,8.88253e-05
0.038509823,0.00014454218,8.8403795e-05
0.03869265,0.00014375514,8.7958986e-05
0.038874537,0.00014285774,8.7489156e-05
0.039053533,0.00014184565,8.699196e-05
0.03924008,0.00014079272,8.6464875e-05
0.039431017,0.0001395972,8.590627e-05
0.039620154,0.00013828221,8.531441e-05
0.03981062,0.00013683386,8.468781e-05
0.04000052,0.00013525745,8.402542e-05
0.040184986,0.00013357455,8.332685e-05
0.040369384,0.00013177108,8.259246e-05
0.040552113,0.00012984159,8.1822865e-05
0.040728264,0.00012782055,8.102065e-05
0.040894207,0.00012571736,8.018829e-05
0.041054342,0.00012351651,7.933025e-05
0.04121831,0.000121211924,7.845279e-05
0.041376032,0.00011879225,7.756281e-05
0.04153701,0.00011625676,7.666981e-05
0.04169374,0.00011363538,7.57853e-05
0.041841775,0.00011096577,7.492257e-05
0.041992996,0.00010824093,7.409771e-05
0.04213185,0.000105484556,7.332937e-05
0.042261057,0.00010278878,7.2638315e-05
0.042393856,0.0001001257,7.204894e-05
0.042520408,9.749745e-05,7.1587805e-05
0.042639803,9.494594e-05,7.128449e-05
0.042758197,9.252514e-05,7.117143e-05
0.04286769,9.026467e-05,7.128366e-05
0.04297046,8.824307e-05,7.1659095e-05
0.043068204,8.649242e-05,7.233799e-05
0.04316651,8.5046435e-05,7.33626e-05
0.04327316,8.396867e-05,7.47777e-05
0.043362554,8.3307474e-05,7.662934e-05
0.043453164,8.312522e-05,7.8965364e-05
0.04353354,8.348204e-05,8.183458e-05
0.043599684,8.443435e-05,8.52867e-05
0.043647364,8.603473e-05,8.937211e-05
0.043697275,8.834578e-05,9.414095e-05
0.043738198,9.142585e-05,9.964379e-05
0.043778162,9.533253e-05,0.000105930536
0.04379332,0.000100125275,0.00011305169
0.04379973,0.00010586036,0.000121055884
0.043807738,0.00011259876,0.00012999284
0.043810554,0.000120394376,0.0001399103
0.043813735,0.00012929902,0.00015085693
0.043812286,0.00013936167,0.00016288218
