params_real,params_hybrid,params_phys
3.0,2.8277175,2.8633196
1.0,1.067575,1.0667304
1.0,0.93772304,0.9352024
1.0,1.0,1.0
2.5,0.21948685,1.171154
-2.0,-3.4034994,-2.610091
-2.0,-0.3208282,-2.1476512
1.0,1.0,1.0
