params_real,params_hybrid,params_phys
3.0,2.8499331,2.8503566
1.0,1.0645874,1.0619571
1.0,1.0624025,1.0618243
1.0,1.0,1.0
2.5,0.2847291,0.06652601
-2.0,-2.8046134,-3.6583848
-2.0,-1.8539152,-2.713215
1.0,1.0,1.0
