params_real,params_hybrid,params_phys
3.0,2.837689,2.8221257
1.0,1.0661532,1.0731993
1.0,1.0568423,1.0767981
1.0,1.0,1.0
2.5,1.6441784,1.6149464
-2.0,-3.8051164,-4.112291
-2.0,-2.8483922,-3.0888836
1.0,1.0,1.0
