params_real,params_hybrid,params_phys
3.0,2.7561815,2.690401
1.0,0.9562074,1.2409996
1.0,0.92602754,1.2267222
1.0,1.0,1.0
2.5,0.90823877,29.681463
-2.0,-3.120676,1.1858834
-2.0,-2.372366,1.2831823
1.0,1.0,1.0
