params_real,params_hybrid,params_phys
3.0,2.849049,2.8355386
1.0,1.0632447,1.0726373
1.0,1.0613524,1.0723269
1.0,1.0,1.0
2.5,0.4795883,0.119350426
-2.0,-2.5901322,-3.3356073
-2.0,-2.5843863,-3.3298066
1.0,1.0,1.0
