params_real,params_hybrid,params_phys
3.0,2.8363461,2.8773227
1.0,1.0681936,1.0668654
1.0,0.9336069,0.9290405
1.0,1.0,1.0
2.5,0.22538027,1.0944633
-2.0,-3.453606,-2.6759765
-2.0,-1.5038022,-2.272161
1.0,1.0,1.0
