params_real,params_hybrid,params_phys
3.0,2.8555005,2.8214264
1.0,1.058145,1.1071298
1.0,1.0645074,0.9847655
1.0,1.0,1.0
2.5,0.99165714,6.426742
-2.0,-2.7569127,-0.4103838
-2.0,-2.7009888,1.2899508
1.0,1.0,1.0
