params_real,params_hybrid,params_phys
3.0,2.8307018,2.7369883
1.0,1.1141734,1.0755101
1.0,0.9802583,1.0559467
1.0,1.0,1.0
2.5,3.0526743,4.595951
-2.0,0.014802994,0.15974154
-2.0,0.695414,0.8657259
1.0,1.0,1.0
